1,0,0,0
2,1.96,0,0
3,0.56,0,26197.584
4,1.008,0,32993.856
5,0.56,0,27608.28
6,0.56,0,25840.752
7,0.56,0,26114.592
8,0.56,0,27411.552
9,0.56,0,25846.968
10,0.56,0,25627.728
11,0.56,0,32562.6
12,0.56,0,27465.312
13,0.56,0,34598.256
14,0.56,0,63737.184
15,0.56,0,66665.424
16,0.56,0,2998.296
17,0.56,0,60.144
18,0.56,0,59.976
19,0.56,0,60.144
20,0.56,0,59.976
21,0.56,0,60.144
22,0.56,0,59.976
23,0.728,0,59.976
24,0.56,0,59.976
25,0.56,0,60.144
26,0.896,0,59.976
27,0.728,0,60.144
28,0.0,0,59.976
29,0.0,0,60.144
30,0.0,0,59.976
31,0.0,0,31.08
32,0.0,0,0.0
33,0.0,0,0.0
34,0.0,0,0.0
35,0.0,0,0.0
36,0.0,0,0.0
37,0.0,0,0.0
38,0.0,0,0.0
39,0.0,0,0.0
40,0.0,0,0.0
41,0.0,0,0.0
42,0.0,0,0.0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0,0,0
32,0,0,0
33,0,0,0
34,0,0,0
35,0,0,0
36,0,0,0
37,0,0,0
38,0,0,0
39,0,0,0
40,0,0,0
41,0,0,0
42,0,0,0
43,0,0,0
44,0,0,0
45,0,0,0
46,0,0,0
47,0,0,0
48,0,0,0
49,0,0,0
50,0,0,0
51,0,0,0
52,0,0,0
53,0,0,0
54,0,0,0
55,0,0,0
56,0,0,0
57,0,0,0
58,0,0,0
59,0,0,0
60,0,0,0
61,0,0,0
62,0,0,0
63,0,0,0
64,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0,0,0
32,0,0,0
33,0,0,0
34,0,0,0
35,0,0,0
36,0,0,0
37,0,0,0
38,0,0,0
39,0,0,0
40,0.56,0,9693.264
41,0.728,0,12122.208
42,0.56,0,10305.456
43,0.84,0,11793.936
44,0.56,0,9832.872
45,0.56,0,11747.904
46,0.56,0,10270.008
47,0.84,0,11830.56
48,0.56,0,9889.488
49,0.56,0,12489.792
50,0.56,0,9861.936
51,1.008,0,14977.2
52,0.28,0,10248.0
53,0.56,0,18573.912
54,1.008,0,23042.88
55,0.56,0,18610.368
56,0.0,0,4813.368
57,0.0,0,302.568
58,0.0,0,401.688
1,0,0,0
2,0,0,0
3,0.84,0,12391.848
4,0.728,0,9923.256
5,0.56,0,11369.4
6,0.56,0,9005.64
7,0.84,0,11790.912
8,0.56,0,10134.6
9,0.56,0,12312.72
10,0.84,0,12233.592
11,0.56,0,11653.992
12,0.728,0,10063.704
13,0.56,0,9535.176
14,0.84,0,14733.432
15,0.56,0,9521.736
16,0.56,0,9869.328
17,0.56,0,10216.584
18,0.84,0,12147.072
19,0.56,0,9873.528
20,0.56,0,12111.288
21,0.84,0,12126.072
22,0.728,0,7881.72
23,0.56,0,195.384
24,0.56,0,137.424
25,0.728,0,205.296
26,0.56,0,124.488
27,0.56,0,103.488
28,0.56,0,77.616
29,0.84,0,186.984
30,0.56,0,169.848
31,2.52,0,227.64
32,1.4,0,219.576
33,1.288,0,8808.408
34,1.12,0,16238.376
35,1.288,0,18073.104
36,1.4,0,21330.96
37,0.8400000000000001,0,12477.528
38,1.568,0,22459.08
39,1.12,0,16809.912
40,1.568,0,21982.128
41,1.12,0,15581.16
42,1.12,0,462.168
43,1.4,0,387.408
44,1.12,0,317.352
45,1.4,0,389.088
46,1.12,0,340.872
47,1.12,0,2124.864
48,1.12,0,343.392
49,1.288,0,362.208
50,1.12,0,347.424
51,1.12,0,337.848
52,1.4,0,459.816
53,1.12,0,343.056
54,1.456,0,344.4
55,1.12,0,360.192
56,1.4,0,430.416
57,1.288,0,327.936
58,1.12,0,330.288
59,1.12,0,363.552
60,1.4,0,400.176
61,1.12,0,317.184
62,1.12,0,335.832
63,3.976,0,219.072
64,1.12,0,120.288
65,1.12,0,119.952
66,1.288,0,120.288
67,1.12,0,120.12
68,1.12,0,120.12
69,1.288,0,120.12
70,1.12,0,120.12
71,1.12,0,120.12
72,1.12,0,120.12
73,1.12,0,117.096
74,0.0,0,0.0
75,0.0,0,0.0
76,0.0,0,0.0
77,0.0,0,0.0
78,0.0,0,0.0
79,0.0,0,0.0
