1,0,0,0
2,1.96,0,0
3,0.56,26076.624,0
4,1.008,32825.016,0
5,0.56,27427.008,0
6,0.56,25648.56,0
7,0.56,25996.152,0
8,0.56,27293.616,0
9,0.56,25726.512,0
10,0.56,32480.784,0
11,0.56,25367.664,0
12,0.56,27210.456,0
13,0.56,34506.024,0
14,0.56,63737.184,0
15,0.56,66665.424,0
16,0.56,2998.296,0
17,0.56,60.144,0
18,0.56,59.976,0
19,0.56,60.144,0
20,0.56,59.976,0
21,0.56,60.144,0
22,0.56,59.976,0
23,0.728,59.976,0
24,0.56,59.976,0
25,0.56,60.144,0
26,0.896,59.976,0
27,0.728,60.144,0
28,0.0,59.976,0
29,0.0,60.144,0
30,0.0,59.976,0
31,0.0,31.08,0
32,0.0,0.0,0
33,0.0,0.0,0
34,0.0,0.0,0
35,0.0,0.0,0
36,0.0,0.0,0
37,0.0,0.0,0
38,0.0,0.0,0
39,0.0,0.0,0
40,0.0,0.0,0
41,0.0,0.0,0
42,0.0,0.0,0
